artist_name.x,track_name.y,year,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,valence,duration_ms
Radiohead,Myxomatosis,2004,0.499,0.815,-7.079,0.0361,1.8e-4,0.721,0.299,99.124,0.57,232533
Radiopilot,Fahrrad,2009,0.54,0.933,-2.931,0.0349,0.0124,0,0.717,112.921,0.867,141920
Ralph Myerz and the Jack Herren Band,Deepest Red,2007,0.608,0.988,-3.08,0.046,0.00363,0.00824,0.615,139.543,0.882,217346
Raury,Crystal Express,2016,0.757,0.942,-6.213,0.0459,0.122,0.00298,0.154,119.98,0.736,237826
Reptar,Sweet Sipping Soda,2013,0.39633333333333337,0.9006666666666667,-6.123,0.09343333333333334,5.163333333333333e-4,0.04893333333333333,0.39966666666666667,145.86766666666668,0.5836666666666667,341272.6666666667
Residente,Dagombas en Tamale,2018,0.608,0.842,-4.522,0.194,0.00387,0,0.689,82.916,0.726,235573
Reverend And The Makers,Open Your Window,2009,0.5575,0.849,-4.9365000000000006,0.041749999999999995,0.003035,5.329999999999999e-4,0.43899999999999995,100.95249999999999,0.651,241146.5
Rex Orange County,Never Enough,2018,0.511,0.891,-4.44,0.095,0.0124,0,0.0912,158.99,0.536,298520
Robert DeLong,Here,2014,0.579,0.9586666666666667,-3.917333333333333,0.08043333333333334,0.015466666666666667,6.69e-4,0.6426666666666667,139.899,0.188,249324
Robyn,Bum Like You,2008,0.6455714285714286,0.5725714285714285,-7.076714285714286,0.23357142857142857,0.0069357142857142855,0.0026342857142857144,0.0615,70.78957142857143,0.6264285714285714,208413
Rocky Dawuni,Download the Revolution,2010,0.811,0.599,-7.342,0.126,0.204,0,0.729,138.004,0.739,281426
Royal Teeth,Wild,2013,0.562,0.925,-5.927,0.0493,4.56e-4,4.06e-5,0.108,112.004,0.766,274226
Röyksopp,Follow My Ruin,2006,0.6523333333333333,0.9213333333333333,-7.135666666666666,0.031566666666666666,0.04663333333333333,0.9136666666666667,0.105,121.30633333333334,0.9666666666666667,231880
SAFIA,Bye Bye,2017,0.698,0.808,-5.732,0.0474,0.0281,4.78e-5,0.54,124.036,0.921,192124
Saint Motel,Move,2017,0.638,0.819,-4.991,0.0643,0.0177,0,0.312,101.031,0.721,187893
Saint Raymond,Wild Heart,2015,0.708,0.875,-7.539,0.0458,0.0233,3.49e-4,0.0589,109.949,0.728,263395
Sam Fender,Play God,2019,0.714,0.708,-6.286,0.0483,0.0891,0.0471,0.116,94.478,0.601,225600
Sam Sparro,Black & Gold,2009,0.382,0.694,-6.662,0.0493,0.00498,1.83e-4,0.113,102.041,0.28,274133
Sante Les Amis,Brasil,2015,0.63,0.816,-3.936,0.032,4.89e-5,0.0056,0.094,135.057,0.562,224918
Santigold,Big Mouth,2013,0.665,0.892,-6.158,0.0959,0.0793,0.066,0.103,139.949,0.341,191160
Scissor Sisters,Fire With Fire,2011,0.58475,0.7855,-5.04825,0.032,0.018075,1.4775e-5,0.11625,132.01825,0.32875,253173
Scissor Sisters,Take Your Mama,2005,0.7585,0.9555,-4.591,0.108,0.20575,3.135e-5,0.05425,153.966,0.9217500000000001,271896
Seinabo Sey,Pretend,2016,0.677,0.829,-4.976,0.0449,0.274,2.49e-5,0.3,99.955,0.277,209854
Selasee,Run,2006,0.648,0.6275,-8.581,0.1425,0.592,3.04e-6,0.093,87.0245,0.7190000000000001,232617
Señor Flavio,Lo Mejor Del Mundo,2009,0.616,0.943,-5.827,0.0373,0.115,0.0694,0.131,93.826,0.936,140053
Simian Mobile Disco,I Believe,2008,0.65625,0.66725,-6.10425,0.1805,0.0047775000000000005,0.0171625,0.0773,97.18199999999999,0.79,197316.5
Sir Sly,&Run,2018,0.764,0.661,-8.276,0.0526,0.0203,1.79e-4,0.179,92.018,0.479,226587
Slowdive,Star Roving,2018,0.326,0.932,-4.909,0.0506,0.0733,0.725,0.293,143.927,0.397,338869
Smallpools,Dreaming,2014,0.612,0.89,-2.827,0.047,4.78e-4,0,0.0672,118.989,0.886,216253
Sofi Tukker,Johny,2017,0.6635,0.5345,-7.7575,0.0445,0.026,0.5275000000000001,0.5740000000000001,92.0425,0.4225,184910.5
Spank Rock,Energy,2012,0.6816666666666668,0.9613333333333333,-4.204000000000001,0.0907,0.11766666666666667,6.073333333333333e-6,0.10966666666666666,116.67133333333332,0.6343333333333333,209673
Sportfreunde Stiller,Independent,2003,0.435,0.982,-4.43,0.104,0.0508,0,0.404,186.037,0.396,178146
Spring King,Who Are You?,2017,0.387,0.975,-4.419,0.0467,4.69e-4,0.452,0.243,170.01,0.825,196402
St. Lucia,September,2013,0.746,0.56,-7.911,0.0339,0.0152,0.144,0.189,119.99,0.389,346466
Stepdad,Jungles,2013,0.41,0.887,-5.761,0.0781,1.67e-5,0.0542,0.403,173.05,0.203,279933
Superbus,Butterfly,2008,0.6612,0.7628,-5.6554,0.031799999999999995,0.04064,1.2352e-5,0.11560000000000001,119.9882,0.241,232826.2
Superorganism,Something For Your M.I.N.D.,2018,0.698,0.542,-4.317,0.131,0.132,0.00117,0.199,140.096,0.664,165391
Surferosa,Royal Uniform,2007,0.452,0.792,-6.037,0.0599,0.00506,0.0184,0.195,156.027,0.553,204480
Systema Solar,Rumbera,2017,0.7917500000000001,0.8354999999999999,-7.16075,0.05545,0.0116,3.3299999999999996e-4,0.090375,115.00225,0.856,212536.5
Tahiti 80,Big Day,2007,0.669,0.8946666666666667,-3.986333333333333,0.0426,0.06973333333333333,4.63e-6,0.11766666666666667,104.855,0.6473333333333333,195829
Tash Sultana,Jungle,2018,0.591,0.7,-5.881,0.028633333333333334,0.26966666666666667,8.896666666666667e-5,0.08816666666666667,146.00400000000002,0.494,315601.3333333333
The 1975,The City,2014,0.4826,0.9618,-4.880199999999999,0.08792,9.224e-5,7.166e-4,0.1062,95.00019999999999,0.6504,206886
The Airborne Toxic Event,Gasoline,2009,0.471,0.96,-3.182,0.0982,4.65e-5,0.00226,0.0686,108.13,0.569,200906
The Black Keys,Tighten Up,2011,0.47825,0.707,-6.18,0.067625,0.0013025,4.41e-6,0.47550000000000003,108.949,0.5762499999999999,211070.25
The Bloody Beetroots,Butter,2009,0.6025,0.898,-3.585,0.132,1.485e-4,0.0015,0.46649999999999997,118.08949999999999,0.328,274273
The Cat Empire,Sly,2008,0.5435000000000001,0.7335,-5.73,0.0669,0.01108,6.95e-6,0.2535,169.238,0.8155,230879.5
The Chain Gang Of 1974,Hold On,2012,0.554,0.765,-6.136,0.0392,1.17e-4,0.0871,0.19,124.012,0.35,489196
The Chain Gang Of 1974,Miko,2014,0.475,0.916,-6.406,0.068,8.14e-4,0.897,0.124,155.007,0.619,182106
The Cooper Temple Clause,"Promises, Promises",2004,0.4665,0.937,-4.2265,0.07155,1.85e-4,0.002145,0.209,141.0755,0.34450000000000003,202086.5
The Departure,Be My Enemy,2006,0.399,0.962,-2.861,0.147,0.0316,1.09e-4,0.0512,144.979,0.324,204813
The Enemy,Be Somebody,2010,0.442,0.93,-3.81,0.038,7.55e-5,2.31e-6,0.12,155.437,0.715,184693
The Enemy,Saturday,2013,0.4638,0.7234,-3.935,0.32802,0.03601686,6.6e-7,0.34559999999999996,155.678,0.5684,192394.8
The Feeling,Sewn,2007,0.54025,0.72525,-5.13,0.03685,0.1755,0,0.0864,150.00074999999998,0.2275,355450.75
The Fratellis,Tell Me A Lie,2009,0.5102,0.8776,-3.8464,0.03632,0.007686,0,0.4034,125.79140000000001,0.7856000000000001,238826
The Griswolds,16 Years,2015,0.5630000000000001,0.8313333333333333,-4.5809999999999995,0.0485,0.013833333333333335,7.113333333333333e-6,0.09910000000000001,141.70483333333334,0.9226666666666667,225721
The Hoosiers,Goodbye Mr A,2008,0.4666,0.84,-3.2586,0.02936,0.07754,0.002566,0.1786,185.9812,0.5766,267071
The Jam,Town Called Malice,2004,0.546,0.9299999999999999,-7.084,0.08225,0.001571,0.01942,0.06925,102.017,0.7745,173060
The Kissaway Trail,61,2009,0.4703333333333333,0.8723333333333333,-8.581666666666667,0.0339,3.0133333333333336e-4,0.22833333333333333,0.25233333333333335,120.06833333333333,0.31666666666666665,265733
The Kooks,Always Where I Need To Be,2009,0.331,0.961,-4.627,0.0663,1.46e-4,0,0.322,168.355,0.882,161720
The Kooks,Around Town,2015,0.578,0.933,-3.469,0.0582,0.0218,1.19e-5,0.374,106.973,0.513,250692
The Medics,City,2012,0.477,0.921,-4.785,0.0828,0.00181,0,0.193,145.01,0.59,144800
The Mountains,The Valleys,2015,0.652,0.705,-6.84,0.0314,0.596,0.00717,0.514,140.044,0.861,219362
The Naked & Famous,Punching In A Dream,2012,0.3928,0.7414000000000001,-5.684,0.04594,0.19585,6.51148e-4,0.1284,104.9412,0.13978000000000002,232143.6
The Naked And Famous,Hearts Like Ours,2014,0.376,0.701,-5.604,0.0304,4.05e-5,0.0931,0.0855,177.96,0.151,272053
The Pinker Tones,Sampleame,2011,0.7156666666666667,0.9189999999999999,-7.859666666666667,0.07776666666666666,0.17033333333333334,0,0.25133333333333335,140.0045,0.8178333333333333,216383.16666666666
The Pinker Tones,The Whistling Song,2009,0.909,0.852,-6.643,0.04123333333333333,0.27566666666666667,0.013466666666666667,0.08346666666666668,129.99866666666668,1,233506
The Pinker Tones,TMCR Grand Finale,2007,0.6227142857142858,0.6955714285714285,-6.766285714285714,0.043057142857142856,0.18757512857142858,0.04117714285714286,0.32742857142857146,145.6907142857143,0.7644285714285715,264847.28571428574
The Presets,Ghosts,2013,0.608,0.681,-9.145666666666667,0.03813333333333333,0.15,3.053333333333333e-6,0.21766666666666667,140.01166666666666,0.5573333333333333,209044.33333333334
The Rakes,Strasbourg,2006,0.541,0.9635,-2.067,0.07555,0.005125,0.588,0.3355,91.5235,0.682,150400
The Raveonettes,That Great Love Sound,2004,0.398,0.963,-4.248,0.0648,4.5e-4,0.00368,0.169,136.023,0.616,195533
The Royal Concept,Goldrushed,2013,0.58075,0.8875,-5.52375,0.03655,0.00176,6.714999999999999e-6,0.1159,102.94874999999999,0.39775000000000005,226936
The Royal Concept,On Our Way,2014,0.603,0.82275,-5.4955,0.1135,0.004435,0,0.15975,130.931,0.34475,194186
The Royal Concept,Smile,2016,0.396,0.646,-7.148,0.0394,0.00734,1.11e-4,0.154,200.069,0.484,197146
The Script,The End Where I Begin,2009,0.4441428571428571,0.614,-5.739857142857143,0.026457142857142856,0.09672857142857143,0,0.115,109.98114285714286,0.06835714285714285,214049.2857142857
The Sheer,Understand,2007,0.411,0.906,-4.143,0.0478,1.44e-4,4.32e-4,0.0869,133.962,0.425,295546
The Sounds,Seven Days a Week,2005,0.458,0.88,-2.503,0.0316,0.00118,0,0.145,150.29,0.727,181333
The Stone Roses,Fools Gold,2004,0.733,0.6,-15.159,0.0611,6.46e-4,0.876,0.326,112.787,0.141,594066
The Strokes,Machu Picchu,2012,0.6924999999999999,0.8174999999999999,-5.288,0.06495000000000001,0.013049999999999999,0.1287,0.057300000000000004,105.009,0.8745,209544.5
The Tellers,More,2008,0.7755000000000001,0.563,-10.6605,0.0431,0.3135,7.685e-4,0.105,103.149,0.7284999999999999,133720
The Ting Tings,Hands,2012,0.7775000000000001,0.896,-3.762,0.03015,0.0324,6.275e-6,0.16299999999999998,129.9745,0.778,199960
The Ting Tings,Keep Your Head,2009,0.677,0.985,-2.017,0.0438,0.008,0.00891,0.0963,154.015,0.96,202320
The Ting Tings,Super Critical,2015,0.7997500000000001,0.761,-6.9245,0.09809999999999999,0.0032,0.01205,0.1285,107.96074999999999,0.5635,212068.25
The Veronicas,Untouched,2009,0.5555000000000001,0.768,-5.3785,0.2405,0.01795,0.01164,0.153,176.98725000000002,0.457,254710
The War On Drugs,Holding On,2018,0.444,0.939,-5.027,0.0403,6.11e-4,0.00986,0.0453,150.084,0.686,350893
The Whip,Muzzle #1,2009,0.6094999999999999,0.8334999999999999,-7.1105,0.04165,2.32e-4,2.5e-4,0.0785,128.0005,0.796,295253
The Whitest Boy Alive,1517,2010,0.7824,0.5548,-7.34,0.03968,0.2636,0.29359999999999997,0.09502000000000001,122.4642,0.9623999999999999,217842.2
The XX,Dangerous,2018,0.774,0.709,-6.166,0.0465,0.00224,0.00224,0.21,119.982,0.565,250000
Thievery Corporation,Stargazer,2012,0.777,0.845,-4.469,0.156,0.0553,0.663,0.399,88.006,0.69,224773
Tourist,Run,2017,0.556,0.898,-5.465,0.0587,0.57,0.897,0.0951,125.99,0.127,359785
Tove Styrke,Sway,2019,0.755,0.694,-5.361,0.0424,0.205,8.23e-4,0.274,120.058,0.531,210773
Tribalistas,Já Sei Namorar,2004,0.67,0.822,-6.687,0.057,0.67,0.00115,0.132,145.56,0.833,196986
Tumi & the Volume,Afrique,2008,0.514,0.764,-7.512,0.447,0.647,0,0.553,151.982,0.716,146346
tUnE-yArDs,Water Fountain,2015,0.825,0.69,-6.234,0.065,0.00337,0.00277,0.367,110.488,0.589,183453
TV On The Radio,Will Do,2012,0.563,0.857,-3.454,0.0364,0.0146,0.00818,0.0681,79.979,0.422,224986
Two Door Cinema Club,Are We Ready? (Wreck),2017,0.601,0.752,-6.626,0.032,0.00522,0.00732,0.337,93.988,0.735,230853
Two Door Cinema Club,I Can Talk,2011,0.4725,0.75225,-4.91225,0.20525,2.8725e-5,0.11795,0.24175,162.938,0.65175,176659.5
Two Door Cinema Club,Sleep Alone,2013,0.528,0.7556,-5.0142,0.0425,1.066e-4,0.00227,0.0929,148.0398,0.5324,236440
Underworld,Two Months Off,2004,0.582,0.896,-9.152,0.0638,0.00211,0.728,0.0218,134.994,0.665,548560
Ungdomskulen,Modern Drummer,2009,0.2285,0.8574999999999999,-5.1370000000000005,0.0624,3.7e-4,0.671,0.2895,156.2955,0.3765,326353
Unknown Mortal Orchestra,Can’t Keep Checking My Phone,2016,0.706,0.958,-2.839,0.053900000000000003,0.0532,0.00495,0.249,114.73,0.88,256066
Us3,Kick This,2007,0.796,0.88,-4.606,0.144,0.115,5.03e-6,0.0469,97.983,0.921,267013
Vampire Weekend,Worship You,2014,0.474,0.919,-5.966,0.0779,0.00119,1.82e-6,0.314,149.055,0.303,201240
Vance Joy,Mess Is Mine,2015,0.595,0.723,-8.256,0.0349,0.047,0.0286,0.0995,108.043,0.272,223640
Vassy,Wanna Fly,2008,0.766,0.94,-1.55,0.115,0.0951,7.01e-4,0.174,178.172,0.788,210000
Vitalic,My Friend Dario,2006,0.6045,0.9644999999999999,-5.047499999999999,0.049049999999999996,5.870000000000001e-4,0.7184999999999999,0.8594999999999999,133.27249999999998,0.9,217280
Walk The Moon,Quesadilla,2013,0.551,0.732,-6.081,0.0627,0.0019,0,0.0764,145.107,0.635,195280
Washed Out,Get Lost,2018,0.5853999999999999,0.9603999999999999,-3.8144,0.0634,0.02756,0.05536,0.7474,113.9842,0.729,244941.6
Wir sind Helden,Endlich ein Grund zur Panik,2008,0.5135000000000001,0.935,-2.3055,0.1225,0.0674,4.8300000000000003e-4,0.26549999999999996,156.9395,0.654,223733.5
Wir sind Helden,Guten Tag,2004,0.6446666666666667,0.8476666666666667,-3.9063333333333334,0.04543333333333333,0.0206,3.2033333333333333e-6,0.08543333333333333,91.98666666666666,0.9633333333333333,216235.33333333334
Wyclef Jean,MVP Kompa,2010,0.725,0.907,-4.55,0.294,0.306,0,0.189,103.012,0.803,309533
X-Wife,Movin' Up,2016,0.634,0.694,-5.639,0.042,0.00282,0.00535,0.184,122.955,0.746,221474
Yeasayer,O.N.E.,2011,0.618,0.9256666666666667,-6.27,0.04616666666666667,0.12470666666666666,0.17645866666666668,0.563,121.304,0.4766666666666667,336404.3333333333
Yerba Buena,Cityzen Citysoy,2006,0.713,0.892,-6.967,0.0367,0.00887,7.57e-4,0.131,104,0.963,304653
You Me At Six,Lived A Lie,2014,0.472,0.891,-3.955,0.0391,0.058,0,0.301,132.896,0.47,203213
Young Empires,Rain of Gold,2013,0.655,0.933,-2.524,0.0365,0.0987,4.8e-4,0.134,127.996,0.91,196560
Young Fathers,Border Girl,2019,0.6185,0.435,-8.1715,0.197,0.4645,0.5145,0.117,105.589,0.4505,241021
Young Love,Discotech,2007,0.6275,0.952,-4.3365,0.0795,0.0013,0,0.112,152.0005,0.801,234360
Youngblood Hawke,We Come Running,2013,0.5525,0.73975,-7.0200000000000005,0.040625,3.14e-4,0.00369,0.118,124.97325000000001,0.34075,247779.5
Zap Mama,Vibrations,2010,0.7324999999999999,0.698,-8.3095,0.1865,0.081125,5.3e-6,0.08862500000000001,102.5285,0.512,208073
Zeca Pagodinho,Deixa A Vida Me Levar,2004,0.6996666666666667,0.7946666666666666,-9.631333333333334,0.23450000000000001,0.5691666666666666,0,0.17536666666666667,104.87733333333334,0.8608333333333333,276204
Zemaria,Past 2,2013,0.776,0.498,-5.597,0.0416,2.14e-4,0.0178,0.0665,124.047,0.664,220426
ZHU,Money,2017,0.587,0.661,-8.289,0.04735,0.04045,0.010155,0.16749999999999998,109.3695,0.125,307193
Zion y Lennox,Ahora,2005,0.777,0.917,-4.333,0.0464,0.0309,5.46e-5,0.0786,95.974,0.557,180986
